date,mission,class,vol_init,user_label_id,B1,B2,B3,B4,B5,B7,SR_ATMOS_OPACITY,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,SR_CLOUD_QA,ST_ATRAN,ST_B6,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,QA_PIXEL,QA_RADSAT,system:index,system:time_start,.geo,CLOUD_COVER,IMAGE_QUALITY,DATA_SOURCE_AIR_TEMPERATURE,DATA_SOURCE_ELEVATION,DATA_SOURCE_OZONE,DATA_SOURCE_PRESSURE,DATA_SOURCE_REANALYSIS,DATA_SOURCE_WATER_VAPOR,SENSOR_MODE_SLC,SR_CLOUD_QA_binary,QA_PIXEL_binary,QA_RADSAT_binary
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2374,0.061,0.081,0.079,0.281,0.176,0.094,0.035,0.061,0.081,0.079,0.281,0.176,0.094,NA,6850,293.56173788,1006,1067,9880,0,248,7994,2263,5440,0,000000000000000005d4,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.77310213175073,46.94618731516045]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2375,0.036,0.035,0.024,0.038,0.02,0.012,0.0351,0.036,0.035,0.024,0.038,0.02,0.012,NA,6846,293.56173788,1035,1069,9880,0,247,7994,2266,5504,0,000000000000000005d5,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.77928244581081,46.94355198643787]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2376,0.048,0.054,0.046,0.076,0.072,0.044,0.0351,0.048,0.054,0.046,0.076,0.072,0.044,NA,6845,295.50317324,1027,1069,9880,0,246,8160,2267,5440,0,000000000000000005d6,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.77971051951194,46.94460433428648]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2377,0.046,0.045,0.029,0.039,0.036,0.028,0.034,0.046,0.045,0.029,0.039,0.036,0.028,NA,6843,293.6164262,145,1068,9880,0,360,7994,2264,5504,0,000000000000000005d7,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.66568238737322,47.012873171414746]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2378,0.048,0.045,0.039,0.055,0.05,0.043,0.034,0.048,0.045,0.039,0.055,0.05,0.043,NA,6841,292.30390652,167,1069,9880,0,349,7883,2266,5504,0,000000000000000005d8,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.66791639700101,47.01123668132812]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2379,0.04,0.045,0.039,0.06,0.056,0.043,0.0337,0.04,0.045,0.039,0.06,0.056,0.043,NA,6839,292.96700239999996,237,1070,9880,0,308,7938,2267,5440,0,000000000000000005d9,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.6778691105523,47.011410586269214]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2380,0.042,0.041,0.036,0.056,0.056,0.047,0.0336,0.042,0.041,0.036,0.056,0.056,0.047,NA,6839,292.30732453999997,218,1069,9880,0,319,7883,2267,5440,0,000000000000000005da,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.67572428294558,47.01176285525242]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2381,0.047,0.053,0.046,0.057,0.053,0.043,0.026,0.047,0.053,0.046,0.057,0.053,0.043,NA,6880,296.76784064000003,864,1059,9880,0,248,8270,2238,5504,0,000000000000000005db,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.27500270767662,47.271509950716705]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2382,0.055,0.058,0.057,0.057,0.075,0.055,0.0258,0.055,0.058,0.057,0.057,0.075,0.055,32,6880,304.73524526,848,1059,9880,0,244,8990,2238,5504,0,000000000000000005dc,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.26264207955647,47.278961108577015]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2383,0.036,0.049,0.043,0.192,0.126,0.067,0.0258,0.036,0.049,0.043,0.192,0.126,0.067,NA,6887,303.83288798,840,1056,9650,92,254,8769,2232,5440,0,000000000000000005dd,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.25096815299854,47.28408461568742]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2384,0.049,0.067,0.067,0.261,0.17,0.09,0.026,0.049,0.067,0.067,0.261,0.17,0.09,NA,6985,295.95435188,786,1024,9880,0,248,8215,2162,5440,0,000000000000000005de,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.2454745405007,47.292819994651126]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2385,0.075,0.113,0.137,0.193,0.273,0.252,0.02965,0.075,0.113,0.137,0.193,0.273,0.252,NA,6920.5,302.72374049,1044.5,1047,9605.5,82,248.5,8658,2216,5440,0,000000000000000005df,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.38502210796828,46.79215658747127]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2386,0.068,0.109,0.129,0.258,0.266,0.194,0.02965,0.068,0.109,0.129,0.258,0.266,0.194,NA,6922,304.28919365,1031.5,1047,9646,98,250.5,8824,2215.5,5440,0,000000000000000005e0,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.38261865250048,46.79203619174283]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2387,0.073,0.109,0.137,0.225,0.278,0.225,0.02985,0.073,0.109,0.137,0.225,0.278,0.225,NA,6921.5,301.70858855,1011,1047,9760,77,247,8658,2215.5,5440,0,000000000000000005e1,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.37746839078375,46.792098619157585]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2388,0.07,0.118,0.144,0.184,0.182,0.165,0.02965,0.07,0.118,0.144,0.184,0.182,0.165,NA,6920.5,301.14803327000004,1053,1047.5,9561.5,104,253,8492,2216.5,5440,0,000000000000000005e2,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.38897287150164,46.790390783454114]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2389,0.035,0.056,0.05,0.038,0.038,0.045,0.03,0.033,0.049,0.037,0.019,0.006,0.009,32,6917.5,296.44141973,1119,1048.5,9856,94,248.5,8242.5,2218.5,5504,0,000000000000000005e3,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.40124431760073,46.792388460726045]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2390,0.081,0.135,0.173,0.216,0.263,0.196,0.0267,0.081,0.135,0.173,0.216,0.263,0.196,NA,7022,297.54373118,745,1014,9609,66,253,8215,2140,5440,0,000000000000000005e4,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.13463020651415,46.85917241720351]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2391,0.04,0.07,0.07,0.036,0.053,0.039,0.0268,0.04,0.07,0.07,0.036,0.053,0.039,32,7020,297.0515363,734,1014,9686,76,254,8215,2142,5504,0,000000000000000005e5,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.1317986773452,46.8581200693549]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2392,0.064,0.123,0.153,0.167,0.174,0.15,0.0269,0.064,0.123,0.153,0.167,0.174,0.15,NA,7023,298.4700146,721,1013,9660,118,261,8326,2140,5440,0,000000000000000005e6,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.1285346153741,46.85723716734631]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2393,0.042,0.056,0.044,0.058,0.03,0.016,0.02825,0.042,0.056,0.044,0.058,0.03,0.016,NA,7052.5,293.85056056999997,414,1008.5,9880,0,258,8049,2124,5472,0,000000000000000005e7,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.86705738870107,46.62676407029791]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101100000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2394,0.034,0.043,0.027,0.038,0.019,0.016,0.0278,0.034,0.043,0.027,0.038,0.019,0.016,NA,7053,294.1633094,395,1008.5,9880,0,258.5,8076.5,2124,5504,0,000000000000000005e8,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.8617376811443,46.624935838865994]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2395,0.038,0.043,0.017,0.023,0.024,0.009,0.02755,0.038,0.043,0.017,0.023,0.024,0.009,NA,7053.5,294.1633094,350.5,1008,9880,0,259.5,8076.5,2123.5,5504,0,000000000000000005e9,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.85649823740651,46.62281776586561]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2396,0.036,0.047,0.031,0.048,0.032,0.02,0.02745,0.036,0.047,0.031,0.048,0.032,0.02,NA,7054.5,293.84543354,322,1008,9880,0,266,8049,2123,5440,0,000000000000000005ea,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.85255193297421,46.62145774004431]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2397,0.034,0.043,0.031,0.032,0.026,0.016,0.0273,0.034,0.043,0.031,0.032,0.026,0.016,32,7054.5,293.84543354,289.5,1008,9880,0,274.5,8049,2123,5504,0,000000000000000005eb,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.8480036498997,46.619691936027145]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2398,0.034,0.048,0.031,0.032,0.016,0.016,0.0272,0.034,0.048,0.031,0.032,0.016,0.016,32,7055,294.47434922,263.5,1008,9880,0,281,8104,2122.5,5504,0,000000000000000005ec,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.84473958792857,46.61851027424798]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2399,0.078,0.101,0.097,0.11,0.088,0.066,0.0255,0.078,0.101,0.097,0.11,0.088,0.066,NA,7069,298.22391716,573,999,9880,0,250,8437,2107,5504,0,000000000000000005ed,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.7851124886419,46.841603559052935]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2400,0.07,0.105,0.128,0.118,0.112,0.104,0.0243,0.07,0.105,0.128,0.118,0.112,0.104,32,7078,295.12719103999996,1450,997,9880,0,229,8160,2101,5440,0,000000000000000005ee,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.67374643983209,46.819343726594134]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2401,0.061,0.105,0.118,0.211,0.208,0.157,0.025,0.061,0.105,0.118,0.211,0.208,0.157,NA,7080,295.12719103999996,1463,996,9880,0,229,8160,2099,5440,0,000000000000000005ef,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.67666715102209,46.81129504919266]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2402,0.057,0.096,0.121,0.182,0.214,0.169,0.0253,0.057,0.096,0.121,0.182,0.214,0.169,NA,7080,298.53495698,1507,996,9634,68,233,8326,2099,5440,0,000000000000000005f0,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.67469176925542,46.80483381176622]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2403,0.039,0.062,0.056,0.028,0.01,0.016,0.0253,0.039,0.062,0.056,0.028,0.01,0.016,32,7075,295.89282751999997,1558,998,9856,52,229,8215,2103,5504,0,000000000000000005f1,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.67091491066314,46.80030782419696]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2404,0.084,0.126,0.149,0.179,0.257,0.238,0.0266,0.084,0.126,0.149,0.179,0.257,0.238,NA,7073,298.20682706,1276,999,9880,0,232,8437,2105,5440,0,000000000000000005f2,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.72009433618162,46.783942923330834]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2405,0.092,0.13,0.169,0.279,0.284,0.241,0.0265,0.092,0.13,0.169,0.279,0.284,0.241,NA,7074,299.41680614,1295,999,9880,0,231,8547,2104,5440,0,000000000000000005f3,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.71760615779378,46.78517809432263]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2406,0.077,0.117,0.145,0.241,0.342,0.27,0.02995,0.077,0.117,0.145,0.241,0.342,0.27,NA,7064.5,301.21981169000003,520.5,1002,9880,0,261.5,8713,2112,5440,0,000000000000000005f4,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.78721718433911,46.75566330444987]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2407,0.054,0.095,0.117,0.192,0.215,0.189,0.03,0.054,0.095,0.117,0.192,0.215,0.189,NA,7064.5,300.62336719999996,524,1002,9880,0,260.5,8658,2112,5440,0,000000000000000005f5,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.7873910892802,46.754486101771754]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2408,0.058,0.086,0.086,0.257,0.21,0.137,0.03,0.058,0.086,0.086,0.257,0.21,0.137,NA,7068,297.5984195,531.5,1001,9880,0,269,8381,2109,5440,0,000000000000000005f6,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.7826689012646,46.752546392813514]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2409,0.069,0.108,0.123,0.13,0.11,0.097,0.02975,0.069,0.108,0.123,0.13,0.11,0.097,NA,7064.5,297.59500148,604.5,1003,9880,0,250,8381,2112.5,5440,0,000000000000000005f7,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.7862228048042,46.72920299879872]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2410,0.05,0.075,0.07,0.045,0.061,0.051,0.031,0.05,0.075,0.07,0.045,0.061,0.051,32,7059.5,297.5984195,583,1004.5,9880,0,250.5,8381,2116.5,5504,0,000000000000000005f8,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.79978293110773,46.73149943584125]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2411,0.074,0.105,0.11,0.112,0.131,0.151,0.0222,0.074,0.105,0.11,0.112,0.131,0.151,NA,7063.5,299.70221081,881,1004,9880,0,242,8575,2115,5504,0,000000000000000005f9,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.74169868078555,46.69562596786628]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010110000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2412,0.081,0.124,0.142,0.144,0.157,0.155,0.0222,0.081,0.124,0.142,0.144,0.157,0.155,32,7064,301.79062103,884,1004,9880,0,241,8769,2114.5,5440,0,000000000000000005fa,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.74041445968216,46.69474306585769]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2413,0.093,0.141,0.165,0.186,0.219,0.21,0.0223,0.093,0.141,0.165,0.186,0.219,0.21,NA,7067,298.79301749,890.5,1003,9880,0,241.5,8492,2112,5440,0,000000000000000005fb,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.73757847141216,46.69279889779839]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2414,0.087,0.126,0.143,0.182,0.088,0.075,0.02275,0.087,0.126,0.143,0.182,0.088,0.075,NA,7174,293.99582642,649.5,970,9731.5,76,254,7994,2034,5440,0,000000000000000005fc,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.60148224815994,46.608651201818816]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2415,0.069,0.122,0.162,0.166,0.173,0.123,0.0215,0.069,0.122,0.162,0.166,0.173,0.123,NA,7204,297.19509314,1053,952,9632,64,241,8215,2002,5440,0,000000000000000005fd,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.54632762722987,46.92680806198218]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2416,0.084,0.139,0.189,0.23,0.248,0.289,0.0215,0.084,0.139,0.189,0.23,0.248,0.289,NA,7204,300.42512204,1079,952,9880,0,233,8658,2002,5440,0,000000000000000005fe,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.5472729566532,46.92364210023423]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2417,0.082,0.139,0.179,0.194,0.319,0.319,0.0215,0.082,0.139,0.179,0.194,0.319,0.319,NA,7204,301.59066686,1122,952,9880,0,231,8769,2002,5440,0,000000000000000005ff,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.54624290430985,46.91977160051984]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2418,0.05,0.084,0.108,0.126,0.192,0.149,0.0213,0.05,0.084,0.108,0.126,0.192,0.149,NA,7200,296.85670916000004,1030,954,9880,0,236,8326,2005,5440,0,00000000000000000600,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.56237593192122,46.92382046427637]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,shorelineContamination,BGS,2419,0.05,0.093,0.118,0.142,0.136,0.1,0.0213,0.05,0.093,0.118,0.142,0.136,0.1,NA,7201,295.64331205999997,1046,953,9880,0,236,8215,2004,5440,0,00000000000000000601,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.55997247645341,46.922937562267784]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,other,BGS,2420,0.025,0.038,0.074,0.114,0.13,0.106,0.03785,0.025,0.038,0.074,0.114,0.13,0.106,NA,6818,294.82298726,1149,1081,9880,0,245.5,8104,2293,5440,0,00000000000000000602,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.89219134358511,46.81375201387311]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,other,BGS,2421,0.03,0.043,0.096,0.131,0.191,0.165,0.0379,0.03,0.043,0.096,0.131,0.191,0.165,NA,6818,295.46899304,1142.5,1081,9880,0,244.5,8160,2293,5440,0,00000000000000000603,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.8942514482718,46.81363161814467]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010101000000,0
2000-08-04,LANDSAT_5,other,BGS,2422,0.073,0.103,0.114,0.123,0.064,0.048,0.0394,0.073,0.103,0.114,0.123,0.064,0.048,2,6818,293.50704956,364,1082,9880,0,457.5,7994,2294.5,5440,0,00000000000000000604,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-92.0284926854858,46.79812286468079]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,000010,01010101000000,0
2000-08-04,LANDSAT_5,other,BGS,2423,0.027,0.022,0.053,0.012,0.007,0.005,0.0266,0.027,0.022,0.053,0.012,0.007,0.005,32,7004,289.50796616,1944,1017,9880,0,224,7661,2148,5504,0,00000000000000000605,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.08164270869604,47.20348190504534]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2000-08-04,LANDSAT_5,other,BGS,2424,0.049,0.059,0.075,0.078,0.075,0.051,0.0218,0.049,0.059,0.075,0.078,0.075,0.051,NA,7029,291.45281954,1481,1008,9880,0,233,7827,2130,5504,0,00000000000000000606,2000-08-04T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.945559862747,47.07207665610134]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,NA,01010110000000,0
2010-04-10,LANDSAT_5,openWater,BGS,2425,0.026,0.027,0.013,0.013,0.006,0.006,0.01175,0.026,0.027,0.013,0.013,0.006,0.006,32,9184,275.09759384,1550,270,9880,0,206,6222,489,5504,0,000000000000000007f8,2010-04-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.86352378291251,46.79060482030467]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2010-04-10,LANDSAT_5,openWater,BGS,2426,0.024,0.027,0.013,0.017,0.012,-0.002,0.0118,0.024,0.027,0.013,0.017,0.012,-0.002,32,9186,274.52336648,986,269,9880,0,234,6166,487,5504,0,000000000000000007f9,2010-04-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.62594287878491,46.90378572324324]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2010-04-10,LANDSAT_5,openWater,BGS,2427,0.029,0.027,0.013,0.014,0.006,0.006,0.011,0.029,0.027,0.013,0.014,0.006,0.006,32,9184,274.52678449999996,1241,270,9880,0,221,6166,488,5504,0,000000000000000007fa,2010-04-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.5909255582122,46.90566300478674]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2010-04-10,LANDSAT_5,openWater,BGS,2428,0.026,0.027,0.013,0.013,0.012,0.006,0.0119,0.026,0.027,0.013,0.013,0.012,0.006,32,9195,273.9457211,515,267,9880,0,243,6111,481,5504,0,000000000000000007fb,2010-04-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.68519987268415,46.94204035118076]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2010-04-10,LANDSAT_5,openWater,BGS,2429,0.027,0.023,0.017,0.018,0.006,0.006,0.0102,0.027,0.023,0.017,0.018,0.006,0.006,32,9189,274.52678449999996,1033,268,9880,0,232,6166,485,5504,0,000000000000000007fc,2010-04-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.59456418467181,46.96969123681317]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
2010-04-10,LANDSAT_5,openWater,BGS,2430,0.031,0.028,0.011,0.014,0.009,0.006,0.0086,0.031,0.028,0.011,0.014,0.009,0.006,32,9167,274.53703856,1940,275,9880,0,189,6166,497,5504,0,000000000000000007fd,2010-04-10T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.22676861158149,47.1287652077938]}",,,NCEP,GLS2000,TOMS,NCEP,GEOS-5 FP-IT,NCEP,ON,100000,01010110000000,0
