system:index,AOT,B11,B12,B5,B6,B7,B8,Blue,Green,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,Red,SCL,SR_B1,SR_B11,SR_B12,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_B8,SR_B8A,SR_B9,TCI_B,TCI_G,TCI_R,WVP,cirrus,class,date,mission,opaque_cloud,system:time_start,vol_init,.geo
00000000000000001892,64,40,23,0.0104,0.0086,0.009,0.0082,0.0288,0.022,0,0,0,0,0,0.0119,6,0.0358,0.004,0.0023,0.0288,0.022,0.0119,0.0104,0.0086,0.009,0.0082,0.0081,0.0084,30,23,13,1796,0,openWater,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.14766169754655,47.246373998078425]}"
00000000000000001893,64,35,36,0.0104,0.009,0.0083,0.0074,0.0293,0.0209,0,0,0,0,0,0.0113,6,0.0354,0.0035,0.0036,0.0293,0.0209,0.0113,0.0104,0.009,0.0083,0.0074,0.0063,0.0098,30,22,12,1796,0,openWater,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.18885933217932,47.185743601054725]}"
00000000000000001894,64,38,29,0.0103,0.0088,0.0091,0.0079,0.0297,0.0216,0,0,0,0,0,0.0119,6,0.0351,0.0038,0.0029,0.0297,0.0216,0.0119,0.0103,0.0088,0.0091,0.0079,0.007,0.0094,31,22,13,1796,0,openWater,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.20259336342394,47.13345172300097]}"
00000000000000001895,64,34,27,0.0099,0.0086,0.0076,0.0079,0.0287,0.02,0,0,0,0,0,0.0109,6,0.0341,0.0034,0.0027,0.0287,0.02,0.0109,0.0099,0.0086,0.0076,0.0079,0.0074,0.0078,30,21,12,1796,0,openWater,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.21402649852497,46.960911266838934]}"
00000000000000001896,70,39,28,0.0091,0.0084,0.0075,0.0077,0.0258,0.01805,0,0,0,0,0,0.0098,6,0.03254999999999999,0.0039,0.0028,0.0258,0.01805,0.0098,0.0091,0.0084,0.0075,0.0077,0.0062,0.00815,27,19,11,1736.5,0,openWater,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.14261399515404,46.8933870995866]}"
00000000000000001897,88,52,43,0.0789,0.0326,0.0303,0.0256,0.0486,0.0752,0,0,0,0,0,0.0889,6,0.0447,0.0052,0.0043,0.0486,0.0752,0.0889,0.0789,0.0326,0.0303,0.0256,0.0208,0.0124,50,77,91,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.9612806553072,46.71838076054201]}"
00000000000000001898,88,50,36,0.0767,0.0316,0.0298,0.0253,0.0483,0.0755,0,0,0,0,0,0.0873,6,0.0447,0.005,0.0036,0.0483,0.0755,0.0873,0.0767,0.0316,0.0298,0.0253,0.0196,0.0115,49,78,89,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.96214126181052,46.71167427255764]}"
00000000000000001899,88,50,47,0.0722,0.0303,0.0286,0.0247,0.0466,0.0708,0,0,0,0,0,0.0823,6,0.0425,0.005,0.0047,0.0466,0.0708,0.0823,0.0722,0.0303,0.0286,0.0247,0.0177,0.012,49,72,84,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.96540086468059,46.704138391777306]}"
0000000000000000189a,88,57,42,0.1557,0.08420000000000001,0.081,0.06620000000000001,0.0624,0.1021,0,0,0,0,0,0.1557,6,0.0569,0.0057,0.0042,0.0624,0.1021,0.1557,0.1557,0.08420000000000001,0.081,0.06620000000000001,0.0473,0.0163,64,104,158,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.94205301156475,46.686596288233055]}"
0000000000000000189b,88,99,71,0.1486,0.0767,0.0728,0.0604,0.0648,0.1053,0,0,0,0,0,0.15380000000000002,6,0.0585,0.0099,0.0071,0.0648,0.1053,0.15380000000000002,0.1486,0.0767,0.0728,0.0604,0.0443,0.0193,67,108,157,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.93587715660573,46.68694855721627]}"
0000000000000000189c,88,103,71,0.17,0.1026,0.0987,0.08070000000000001,0.0664,0.1075,0,0,0,0,0,0.1689,6,0.0595,0.0103,0.0071,0.0664,0.1075,0.1689,0.17,0.1026,0.0987,0.08070000000000001,0.0636,0.0239,68,110,172,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.91493275895769,46.68612362352138]}"
0000000000000000189d,88,89,59,0.1724,0.1082,0.1035,0.08700000000000001,0.06430000000000001,0.1072,0,0,0,0,0,0.1689,6,0.0584,0.0089,0.0059,0.06430000000000001,0.1072,0.1689,0.1724,0.1082,0.1035,0.08700000000000001,0.0668,0.0218,66,110,172,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.90789629749536,46.68753715855533]}"
0000000000000000189e,88,91,56,0.16010000000000002,0.0918,0.0876,0.0724,0.0646,0.1038,0,0,0,0,0,0.1607,6,0.0556,0.0091,0.0056,0.0646,0.1038,0.1607,0.16010000000000002,0.0918,0.0876,0.0724,0.0546,0.0183,67,106,164,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.89965587874859,46.68895069358927]}"
0000000000000000189f,88,106,71,0.181,0.1209,0.1161,0.097,0.067,0.1077,0,0,0,0,0,0.17370000000000002,6,0.0591,0.0106,0.0071,0.067,0.1077,0.17370000000000002,0.181,0.1209,0.1161,0.097,0.0767,0.0265,69,110,177,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.90188542927531,46.68753715855532]}"
000000000000000018a0,93,86,61,0.14300000000000002,0.07980000000000001,0.0762,0.0631,0.0584,0.0942,0,0,0,0,0,0.1427,6,0.0518,0.0086,0.0061,0.0584,0.0942,0.1427,0.14300000000000002,0.07980000000000001,0.0762,0.0631,0.0463,0.0198,60,96,145,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.8212069139153,46.69328493981322]}"
000000000000000018a1,88,91,75,0.1169,0.0555,0.0524,0.0433,0.0578,0.0911,0,0,0,0,0,0.1242,6,0.0514,0.0091,0.0075,0.0578,0.0911,0.1242,0.1169,0.0555,0.0524,0.0433,0.0328,0.0165,60,93,126,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.8450675636523,46.69493480720299]}"
000000000000000018a2,93,70,46,0.1232,0.0577,0.0536,0.044,0.0588,0.0947,0,0,0,0,0,0.1301,6,0.0521,0.007,0.0046,0.0588,0.0947,0.1301,0.1232,0.0577,0.0536,0.044,0.0339,0.0158,60,97,133,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.796485657675,46.698346019508875]}"
000000000000000018a3,93,90,63,0.1333,0.0714,0.0665,0.0555,0.0572,0.0924,0,0,0,0,0,0.13670000000000002,6,0.05,0.009,0.0063,0.0572,0.0924,0.13670000000000002,0.1333,0.0714,0.0665,0.0555,0.0403,0.0177,58,95,140,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.80318322745728,46.69469847484716]}"
000000000000000018a4,88,71,50,0.1226,0.054,0.0525,0.0419,0.0629,0.1015,0,0,0,0,0,0.13440000000000002,6,0.0555,0.0071,0.005,0.0629,0.1015,0.13440000000000002,0.1226,0.054,0.0525,0.0419,0.0309,0.0164,65,104,137,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.74855478045151,46.711834800195554]}"
000000000000000018a5,88,71,51,0.0953,0.038,0.0364,0.0296,0.0631,0.1005,0,0,0,0,0,0.113,6,0.0563,0.0071,0.0051,0.0631,0.1005,0.113,0.0953,0.038,0.0364,0.0296,0.0218,0.0141,64,103,115,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.75559570101491,46.713132398602106]}"
000000000000000018a6,88,83,55,0.1415,0.0731,0.0685,0.0558,0.06470000000000001,0.106,0,0,0,0,0,0.1511,6,0.0597,0.0083,0.0055,0.06470000000000001,0.106,0.1511,0.1415,0.0731,0.0685,0.0558,0.0424,0.0165,67,108,154,1801,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.70958669634545,46.72148875397626]}"
000000000000000018a7,85,78.5,48,0.10345,0.04685,0.04335,0.03455,0.05745,0.09175,0,0,0,0,0,0.115,6,0.05255,0.00785,0.0048,0.05745,0.09175,0.115,0.10345,0.04685,0.04335,0.03455,0.0257,0.01445,59.5,94,117.5,1738.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.63743398219964,46.74353900868555]}"
000000000000000018a8,85,75,56.5,0.0974,0.04085,0.03865,0.0315,0.0582,0.09045,0,0,0,0,0,0.1092,6,0.0518,0.0075,0.00565,0.0582,0.09045,0.1092,0.0974,0.04085,0.03865,0.0315,0.0241,0.0142,59.5,92.5,112,1738.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.65082020356209,46.73836199236249]}"
000000000000000018a9,83,79.5,61,0.097,0.04145,0.03845,0.03245,0.05925,0.0932,0,0,0,0,0,0.11095,6,0.0542,0.00795,0.0061,0.05925,0.0932,0.11095,0.097,0.04145,0.03845,0.03245,0.0255,0.0157,61,94.5,113,1738.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.64344039131863,46.745184416974276]}"
000000000000000018aa,79,87,67.5,0.11965,0.05195,0.04595,0.03955,0.0638,0.1035,0,0,0,0,0,0.1387,6,0.0602,0.0087,0.00675,0.0638,0.1035,0.1387,0.11965,0.05195,0.04595,0.03955,0.02965,0.0148,65,105.5,141.5,1738.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.56871923496604,46.75859293384198]}"
000000000000000018ab,84.5,52,32.5,0.0464,0.0187,0.0182,0.0154,0.05715,0.08560000000000001,0,0,0,0,0,0.0626,6,0.05075,0.0052,0.00325,0.05715,0.08560000000000001,0.0626,0.0464,0.0187,0.0182,0.0154,0.01185,0.0102,58.5,87.5,64,1690.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.07066886100351,46.88552570442938]}"
000000000000000018ac,82,65.5,49.5,0.0478,0.01855,0.01845,0.0158,0.05625,0.08895,0,0,0,0,0,0.0655,6,0.05015,0.00655,0.00494999999999999,0.05625,0.08895,0.0655,0.0478,0.01855,0.01845,0.0158,0.01475,0.01045,57.5,91,67,1690.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.06260234719782,46.88089269843484]}"
000000000000000018ad,82,73.5,47.5,0.07235,0.02625,0.02625,0.0228,0.0577,0.0947,0,0,0,0,0,0.0948,6,0.05005,0.00735,0.00475,0.0577,0.0947,0.0948,0.07235,0.02625,0.02625,0.0228,0.0177,0.0188,59.5,97,97,1690.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.05307324824662,46.88253364762251]}"
000000000000000018ae,82,71.5,47.5,0.0653,0.02355,0.02395,0.0204,0.0595,0.0943,0,0,0,0,0,0.0874,6,0.05095000000000001,0.00715,0.00475,0.0595,0.0943,0.0874,0.0653,0.02355,0.02395,0.0204,0.0169,0.01355,61,96.5,89,1690.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.04672348834652,46.88605633745473]}"
000000000000000018af,82,130,106.5,0.07200000000000001,0.0294,0.0278,0.0242,0.0635,0.10095,0,0,0,0,0,0.0949,6,0.06085,0.013,0.01065,0.0635,0.10095,0.0949,0.07200000000000001,0.0294,0.0278,0.0242,0.0216,0.0233,65,103,97,1690.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.04045845136642,46.89098364411879]}"
000000000000000018b0,84.5,291.5,246,0.06855,0.0445,0.04295,0.03865,0.0694,0.1016,0,0,0,0,0,0.081,6,0.0606,0.02915,0.0246,0.0694,0.1016,0.081,0.06855,0.0445,0.04295,0.03865,0.0398,0.06290000000000001,71.5,104,83,1690.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.03710966647527,46.897199630987295]}"
000000000000000018b1,76,62,46,0.0786,0.0296,0.0281,0.0226,0.0631,0.099,0,0,0,0,0,0.1011,6,0.0584,0.0062,0.0046,0.0631,0.099,0.1011,0.0786,0.0296,0.0281,0.0226,0.0172,0.0119,65,101,104,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.55410230171286,46.75974784101483]}"
000000000000000018b2,76,72,49,0.0952,0.0371,0.034,0.0287,0.0629,0.101,0,0,0,0,0,0.1164,6,0.0581,0.0072,0.0049,0.0629,0.101,0.1164,0.0952,0.0371,0.034,0.0287,0.0216,0.0137,64,103,119,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.54534908634493,46.756925230048]}"
000000000000000018b3,82,60,50,0.0955,0.035,0.0328,0.0276,0.0627,0.1011,0,0,0,0,0,0.1173,6,0.0587,0.006,0.005,0.0627,0.1011,0.1173,0.0955,0.035,0.0328,0.0276,0.021,0.012,65,103,120,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.5293855045736,46.757335467344916]}"
000000000000000018b4,82,58,48,0.1012,0.0401,0.0366,0.0296,0.06470000000000001,0.1035,0,0,0,0,0,0.1228,6,0.0581,0.0058,0.0048,0.06470000000000001,0.1035,0.1228,0.1012,0.0401,0.0366,0.0296,0.0231,0.0127,67,106,125,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.5050075991144,46.76315905332072]}"
000000000000000018b5,87,74,52,0.1138,0.0458,0.0427,0.0354,0.0649,0.106,0,0,0,0,0,0.1328,6,0.0591,0.0074,0.0052,0.0649,0.106,0.1328,0.1138,0.0458,0.0427,0.0354,0.027,0.0139,67,109,135,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.50741105458222,46.7606887113371]}"
000000000000000018b6,76,55,38,0.0698,0.0267,0.0252,0.021,0.0613,0.0977,0,0,0,0,0,0.0914,6,0.0577,0.0055,0.0038,0.0613,0.0977,0.0914,0.0698,0.0267,0.0252,0.021,0.0172,0.0132,63,100,94,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.56182992383847,46.76257045198167]}"
000000000000000018b7,82,61,39,0.0868,0.0363,0.0343,0.0285,0.0527,0.0853,0,0,0,0,0,0.1034,6,0.049,0.0061,0.0039,0.0527,0.0853,0.1034,0.0868,0.0363,0.0343,0.0285,0.0211,0.0127,54,87,106,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.47202808772312,46.771609049816995]}"
000000000000000018b8,76,159,129,0.0553,0.0307,0.0305,0.0283,0.0523,0.0756,0,0,0,0,0,0.06760000000000001,6,0.0474,0.0159,0.0129,0.0523,0.0756,0.06760000000000001,0.0553,0.0307,0.0305,0.0283,0.0243,0.0197,54,78,69,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.6972592796869,46.681289957979445]}"
000000000000000018b9,76,246,219,0.0603,0.0363,0.0359,0.0311,0.0542,0.07640000000000001,0,0,0,0,0,0.0699,6,0.0506,0.0246,0.0219,0.0542,0.07640000000000001,0.0699,0.0603,0.0363,0.0359,0.0311,0.0321,0.0326,56,78,71,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.67666269192104,46.6746949475214]}"
000000000000000018ba,77,261,251,0.0625,0.0405,0.0408,0.0347,0.0518,0.0726,0,0,0,0,0,0.06960000000000001,6,0.0486,0.0261,0.0251,0.0518,0.0726,0.06960000000000001,0.0625,0.0405,0.0408,0.0347,0.036,0.0347,53,74,71,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.65365818958631,46.66268212928342]}"
000000000000000018bb,76,253,240,0.0602,0.0391,0.0372,0.0324,0.05,0.0698,0,0,0,0,0,0.0685,6,0.0481,0.0253,0.024,0.05,0.0698,0.0685,0.0602,0.0391,0.0372,0.0324,0.0336,0.0331,51,72,70,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.64061085990393,46.653491922012265]}"
000000000000000018bc,82,283,269,0.06420000000000001,0.0424,0.0422,0.0364,0.0516,0.07400000000000001,0,0,0,0,0,0.07250000000000001,6,0.0496,0.0283,0.0269,0.0516,0.07400000000000001,0.07250000000000001,0.06420000000000001,0.0424,0.0422,0.0364,0.0376,0.037,53,76,74,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.63306160182044,46.6405293152499]}"
000000000000000018bd,82,250,236,0.0621,0.0375,0.0385,0.0324,0.0507,0.0723,0,0,0,0,0,0.0698,6,0.0492,0.025,0.0236,0.0507,0.0723,0.0698,0.0621,0.0375,0.0385,0.0324,0.033,0.0338,53,74,71,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.67563263957769,46.664800202283814]}"
000000000000000018be,76,273,245,0.069,0.0399,0.0425,0.0374,0.0559,0.0811,0,0,0,0,0,0.0816,6,0.0501,0.0273,0.0245,0.0559,0.0811,0.0816,0.069,0.0399,0.0425,0.0374,0.0357,0.0324,57,83,83,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.40750689323399,46.57362050394294]}"
000000000000000018bf,76,265,244,0.0668,0.0405,0.0404,0.0367,0.0535,0.08120000000000001,0,0,0,0,0,0.0792,6,0.0482,0.0265,0.0244,0.0535,0.08120000000000001,0.0792,0.0668,0.0405,0.0404,0.0367,0.0367,0.0292,55,83,81,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.4054467885473,46.575301585040094]}"
000000000000000018c0,76,286,253,0.0712,0.0426,0.042,0.0353,0.0537,0.08360000000000001,0,0,0,0,0,0.085,6,0.0494,0.0286,0.0253,0.0537,0.08360000000000001,0.085,0.0712,0.0426,0.042,0.0353,0.0369,0.032,56,86,87,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.40128644726443,46.57645203311188]}"
000000000000000018c1,76,200,169,0.0683,0.0354,0.0343,0.0329,0.0541,0.07830000000000001,0,0,0,0,0,0.08310000000000001,6,0.044,0.02,0.0169,0.0541,0.07830000000000001,0.08310000000000001,0.0683,0.0354,0.0343,0.0329,0.0278,0.024,56,80,85,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.39252431369441,46.581450685392795]}"
000000000000000018c2,76,197.5,153.5,0.0666,0.0348,0.03325,0.03175,0.0529,0.07695,0,0,0,0,0,0.08025,6,0.05065,0.01975,0.01535,0.0529,0.07695,0.08025,0.0666,0.0348,0.03325,0.03175,0.02815,0.0224,54.5,79,82.5,1676.5,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.38900162386219,46.583961159285884]}"
000000000000000018c3,82,221,184,0.1097,0.0601,0.0576,0.0512,0.0621,0.0951,0,0,0,0,0,0.1188,6,0.0533,0.0221,0.0184,0.0621,0.0951,0.1188,0.1097,0.0601,0.0576,0.0512,0.0432,0.0295,63,97,121,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94226904616956,46.59184484994837]}"
000000000000000018c4,82,226,173,0.1107,0.0589,0.0574,0.0513,0.0621,0.0929,0,0,0,0,0,0.12,6,0.0535,0.0226,0.0173,0.0621,0.0929,0.12,0.1107,0.0589,0.0574,0.0513,0.0412,0.0304,64,95,123,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94153775359678,46.59107788456718]}"
000000000000000018c5,82,168,138,0.0998,0.0508,0.0498,0.0443,0.057,0.0873,0,0,0,0,0,0.1076,6,0.0488,0.0168,0.0138,0.057,0.0873,0.1076,0.0998,0.0508,0.0498,0.0443,0.0361,0.0242,59,89,110,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94230917807901,46.58945477178373]}"
000000000000000018c6,82,209,172,0.1027,0.0537,0.0528,0.0479,0.06,0.0901,0,0,0,0,0,0.1116,6,0.0509,0.0209,0.0172,0.06,0.0901,0.1116,0.1027,0.0537,0.0528,0.0479,0.0374,0.0291,61,92,114,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94398580007513,46.5928481476854]}"
000000000000000018c7,82,233,204,0.1146,0.0613,0.0604,0.0542,0.0649,0.0983,0,0,0,0,0,0.1213,6,0.0541,0.0233,0.0204,0.0649,0.0983,0.1213,0.1146,0.0613,0.0604,0.0542,0.0436,0.0302,67,100,124,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94127912573569,46.590605219855526]}"
000000000000000018c8,82,148,119,0.1,0.05,0.0485,0.0415,0.0518,0.08310000000000001,0,0,0,0,0,0.1089,6,0.0425,0.0148,0.0119,0.0518,0.08310000000000001,0.1089,0.1,0.05,0.0485,0.0415,0.0346,0.0248,54,85,111,1676,0,lightNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-90.94342841244344,46.5888349567373]}"
000000000000000018c9,93,60,52,0.0596,0.0297,0.0277,0.0245,0.0334,0.0467,0,0,0,0,0,0.0622,6,0.0353,0.006,0.0052,0.0334,0.0467,0.0622,0.0596,0.0297,0.0277,0.0245,0.0194,0.0131,34,48,64,1801,0,darkNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.99851414910349,46.71111688492595]}"
000000000000000018ca,88,64,50,0.0511,0.0274,0.0257,0.0232,0.0318,0.0428,0,0,0,0,0,0.0498,6,0.0346,0.0064,0.005,0.0318,0.0428,0.0498,0.0511,0.0274,0.0257,0.0232,0.0188,0.0138,33,44,51,1801,0,darkNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.99319444154672,46.71429622397706]}"
000000000000000018cb,92,62,35,0.0519,0.0273,0.0265,0.0225,0.0305,0.0413,0,0,0,0,0,0.0523,6,0.0348,0.0062,0.0035,0.0305,0.0413,0.0523,0.0519,0.0273,0.0265,0.0225,0.0188,0.0118,31,42,53,1801,0,darkNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.9907909860789,46.71017601460367]}"
000000000000000018cc,88,48,35,0.0509,0.026,0.0261,0.021,0.0321,0.04570000000000001,0,0,0,0,0,0.0543,6,0.0351,0.0048,0.0035,0.0321,0.0457,0.0543,0.0509,0.026,0.0261,0.021,0.016,0.0116,33,47,56,1801,0,darkNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.97911705952099,46.70888287529817]}"
000000000000000018cd,88,120,89,0.0668,0.0321,0.0304,0.0259,0.0391,0.0601,0,0,0,0,0,0.0728,6,0.0366,0.012,0.0089,0.0391,0.0601,0.0728,0.0668,0.0321,0.0304,0.0259,0.021,0.0157,40,62,75,1801,0,darkNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.95996076139538,46.68358193592092]}"
000000000000000018ce,85,81,59.5,0.06025,0.03270000000000001,0.03175,0.0261,0.03065,0.0458,0,0,0,0,0,0.0604,6,0.0308,0.0092,0.0052,0.0311,0.04565,0.0614,0.0601,0.0309,0.0313,0.0258,0.02155,0.01675,32,47,62.5,1738.5,0,darkNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.6170068402738,46.74572396820174]}"
000000000000000018cf,85,112,76,0.05855,0.0317,0.03175,0.02775,0.0297,0.0425,0,0,0,0,0,0.05645,6,0.03345,0.0112,0.0076,0.0297,0.0425,0.05645,0.05855,0.0317,0.03175,0.02775,0.0232,0.0315,31,43.5,57.5,1738.5,0,darkNearShoreSediment,2019-06-06,SEN2,0,2019-06-06T00:00:00Z,LRCP,"{""type"":""Point"",""coordinates"":[-91.61520536344821,46.746134205498656]}"
